#{"t_start": 1749043248.6897776, "env_id": "Pendulum-v1"}
r,l,t
-119.542903,200,468.276538
-125.3888,200,468.485255
-117.918352,200,470.429006
-422.582064,200,470.655509
-118.747295,200,470.879545
-0.812821,200,471.100555
-125.681071,200,471.340546
-261.651791,200,471.558083
-132.563289,200,471.773507
-0.679305,200,471.992238
-231.516807,200,472.230911
-128.364478,200,472.442957
-241.895994,200,474.365851
-381.824549,200,474.593361
-126.487867,200,474.814046
-122.527685,200,475.037091
-127.941981,200,475.261063
-335.726669,200,475.476349
-127.218464,200,475.710733
-116.584659,200,475.919965
-123.310046,200,476.152432
-117.485935,200,476.373548
-0.388453,200,478.316768
-124.57513,200,478.526059
-424.70394,200,478.736481
-260.903374,200,478.960857
-122.174084,200,479.187019
-125.443043,200,479.401418
-131.145603,200,479.621269
-121.780323,200,479.832023
-0.69353,200,480.049315
-118.355478,200,480.280693
-254.919411,200,480.498549
-128.126825,200,482.476632
-258.209243,200,482.69759
-0.443075,200,482.933763
-254.332626,200,483.162208
-414.353984,200,483.382042
-250.830124,200,483.605628
-124.390944,200,483.822008
-125.648381,200,484.037608
-127.003592,200,484.269388
-129.465393,200,484.483161
-127.061696,200,486.476739
-351.111132,200,486.698675
-131.450432,200,486.91751
-117.778756,200,487.135595
-239.327184,200,487.364146
-124.230305,200,487.584325
-128.91372,200,487.804692
-0.409965,200,488.02207
-245.816151,200,488.255918
-128.032576,200,488.475302
-350.233368,200,490.398672
-321.072664,200,490.627389
-119.844747,200,490.887717
-127.896183,200,491.108654
-257.314461,200,491.347809
-248.454658,200,492.615682
-131.290883,200,492.841316
-243.285048,200,493.075052
-126.77055,200,493.302892
-117.230719,200,493.517213
-250.041778,200,495.412265
-119.325876,200,495.659814
-271.816904,200,495.888073
-126.161406,200,496.113754
-290.84007,200,496.340397
-130.750885,200,496.561179
-127.430379,200,496.789741
-128.805805,200,497.011651
-242.316979,200,497.286722
-388.666865,200,497.606118
-280.212818,200,497.862402
-126.378081,200,500.039544
-364.840755,200,500.271646
-127.636948,200,500.489591
-115.963795,200,500.727
-243.798977,200,500.949874
-121.639917,200,501.175522
-123.978352,200,501.396348
-128.955701,200,501.621261
-237.676095,200,501.837036
-124.762575,200,502.064428
-0.33436,200,504.321398
-128.02127,200,504.591757
-250.469054,200,504.823347
-127.544594,200,505.056485
-118.549126,200,505.368235
-237.830383,200,505.641938
-126.332345,200,505.909488
-310.577688,200,506.199998
-231.210297,200,506.422432
-262.198146,200,506.683794
-239.147603,200,508.740238
-239.170743,200,508.966456
-125.728275,200,509.202444
-0.926716,200,509.419564
-125.828641,200,509.638397
-127.950641,200,509.85606
-123.911478,200,510.07169
-256.881294,200,510.292624
-126.157628,200,510.513829
-0.633765,200,510.747802
-326.8452,200,512.807993
-129.441837,200,513.02552
-239.075917,200,513.256731
-129.488667,200,513.470744
-128.827545,200,513.691258
-275.10441,200,513.907933
-243.011644,200,514.127892
-122.499494,200,514.355936
-0.611011,200,514.574004
-123.525243,200,514.794204
-127.405043,200,515.006285
-122.635236,200,516.998794
-257.721652,200,517.237687
-366.024367,200,517.45617
-119.147713,200,517.672418
-125.201583,200,517.887563
-238.1266,200,518.10697
-241.618495,200,518.342532
-343.09045,200,518.560838
-240.340528,200,518.775745
-117.761306,200,518.996773
-238.151549,200,521.065006
-266.240757,200,521.297481
-124.254544,200,521.516099
-255.761652,200,521.739898
-123.053131,200,521.95292
-113.997539,200,522.185349
-123.099085,200,522.404078
-124.110527,200,522.623084
-268.486379,200,522.849722
-121.436675,200,523.060147
-129.968936,200,524.983132
-243.059655,200,525.219483
-241.950724,200,525.433337
-125.818884,200,525.674974
-243.612647,200,525.883322
-233.813617,200,526.096759
-119.261886,200,526.318532
-118.682805,200,526.535789
-0.883517,200,526.753226
-357.884939,200,526.970907
-260.027607,200,528.894575
-259.843494,200,529.111881
-120.874969,200,529.348145
-127.705822,200,529.569063
-261.013351,200,529.783152
-123.33356,200,529.996338
-249.95965,200,530.227703
-124.114714,200,530.439533
-122.329353,200,530.676593
-121.82669,200,530.8949
-117.690132,200,531.104371
-121.393246,200,533.064215
-263.734198,200,533.299113
-125.177749,200,534.467436
-320.569704,200,534.690334
-307.833485,200,534.90274
-127.247734,200,535.110797
-123.471902,200,535.351427
-116.90613,200,535.575449
-118.286993,200,535.801186
-254.851046,200,536.018448
-236.859306,200,538.053045
-1.594463,200,538.292784
-115.556106,200,538.513978
-129.444598,200,538.730628
-125.877976,200,538.943546
-1.301228,200,539.171738
-128.576215,200,539.399664
-117.818431,200,539.612607
-123.708158,200,539.827653
-126.416127,200,540.044301
-124.945249,200,542.083168
-128.265613,200,542.307329
-126.325235,200,542.52844
-231.616703,200,542.74943
-120.2457,200,542.968948
-129.349963,200,543.198177
-122.716438,200,543.415474
-416.824117,200,543.636883
-125.680815,200,543.84754
-247.031177,200,544.059201
-128.627523,200,546.060801
-124.661635,200,546.288144
-240.058655,200,546.499208
-126.809221,200,546.722685
-1.316633,200,546.933879
-247.425203,200,547.150151
-385.242358,200,547.374976
-2.040277,200,547.581192
-124.628938,200,547.803042
-126.215183,200,548.013025
-246.433245,200,548.25635
-125.282267,200,550.19533
-242.916787,200,550.412688
-125.801707,200,550.651341
-243.767705,200,550.881626
-373.010361,200,551.127148
-241.495663,200,551.367163
-361.981135,200,551.640512
-231.94228,200,551.933649
-244.831864,200,552.186642
-248.105978,200,552.50628
-387.827505,200,554.661725
-123.391385,200,554.875289
-372.202377,200,555.108412
-127.878508,200,555.34153
-238.980958,200,555.581728
-127.608841,200,555.805518
-120.790458,200,556.023888
-117.447222,200,556.270884
-122.712331,200,556.491931
-122.817233,200,556.718501
-230.974585,200,558.810805
-1.763335,200,559.029182
-129.785598,200,559.271215
-122.435588,200,559.488359
-248.97715,200,559.70484
-131.024579,200,559.916448
-348.862997,200,560.138348
-1.194058,200,560.362594
-122.172271,200,560.597397
-119.477466,200,560.816754
-128.998986,200,562.919844
-126.371547,200,563.161354
-238.901636,200,563.391452
-256.97113,200,563.613967
-120.030672,200,563.830993
-121.517988,200,564.055968
-127.118199,200,564.285015
-128.732741,200,564.507047
-247.862217,200,564.724152
-242.195473,200,564.943093
-245.473636,200,565.162601
-121.144247,200,567.125411
-231.136845,200,567.351049
-1.978325,200,567.581467
-126.545812,200,567.791085
-389.578548,200,568.014457
-122.326022,200,568.242322
-124.853049,200,568.455249
-127.600136,200,568.664936
-130.945572,200,568.876918
-125.89242,200,569.128541
-353.570622,200,571.436646
-244.374728,200,571.715447
-0.833526,200,571.938241
-256.287813,200,572.177257
-127.337752,200,572.515715
-233.539615,200,572.742407
-125.542955,200,573.015011
-385.137975,200,573.255004
-124.900652,200,573.475846
-236.921084,200,573.746658
-1.631135,200,576.719257
-3.131102,200,576.936411
-247.204754,200,577.179637
-130.120438,200,577.393779
-129.253557,200,577.619386
-123.712546,200,577.833746
-250.052496,200,578.055739
-246.274538,200,578.285424
-121.175558,200,578.509598
-129.703495,200,578.721362
-245.738275,200,580.640598
-127.496776,200,580.873587
-122.334651,200,581.127294
-235.635981,200,581.360441
-3.781882,200,581.577773
-252.967649,200,581.79341
-0.836697,200,582.004558
-130.689658,200,582.236075
-338.295097,200,582.45006
-2.408243,200,582.667937
-124.567343,200,584.594019
-122.669651,200,584.812132
-353.186594,200,585.025365
-124.848619,200,585.253547
-133.409147,200,585.472528
-226.986683,200,585.69473
-124.161877,200,585.914601
-239.510149,200,586.139657
-126.059802,200,586.363523
-125.30874,200,586.581151
-236.19627,200,586.806105
-126.997846,200,588.734271
-124.083159,200,588.951355
-247.473214,200,589.184285
-243.963052,200,589.401725
-115.319173,200,589.619519
-0.493004,200,589.838357
-118.333715,200,590.063205
-236.024824,200,590.307813
-119.357639,200,590.530704
-127.54103,200,590.766138
-240.911361,200,592.673623
-121.250186,200,592.900702
-121.981705,200,593.140337
-120.950148,200,593.368293
-353.555126,200,593.592076
-126.8459,200,593.807952
-124.233588,200,594.026234
-127.230276,200,594.257335
-5.158297,200,594.465642
-239.581131,200,594.703784
-234.945047,200,596.751844
-120.013472,200,596.97653
-121.774485,200,597.202523
-117.141731,200,597.422303
-242.788752,200,597.642809
-2.231924,200,597.863677
-123.40841,200,598.08018
-123.791771,200,598.317423
-125.994435,200,598.532489
-263.496581,200,598.742319
-424.604199,200,600.667232
-2.287745,200,600.894692
-121.130866,200,601.106776
-359.198179,200,601.342103
-309.89005,200,601.555029
-359.358637,200,601.77497
-2.527268,200,601.990882
-241.47415,200,602.222247
-256.871834,200,602.479647
-255.914071,200,602.764201
-234.63205,200,602.997084
-0.613196,200,604.926657
-393.921144,200,605.1425
-254.106069,200,605.384161
-127.314618,200,605.608633
-3.087278,200,605.839372
-128.767982,200,606.055639
-117.06211,200,606.285197
-122.092873,200,606.504694
-239.288326,200,606.717142
-0.867268,200,606.932557
-127.954557,200,608.845519
-257.553053,200,609.064264
-128.096114,200,609.296829
-251.372143,200,609.524234
-128.426779,200,609.742159
-125.928956,200,609.95628
-123.029431,200,610.194693
-126.22803,200,610.423694
-122.368241,200,610.64097
-250.256523,200,610.865673
-127.132454,200,612.892471
-237.78949,200,613.108782
-126.190456,200,613.344961
-124.436038,200,613.564018
-246.806594,200,613.777135
-242.132465,200,614.004224
-241.207815,200,614.237357
-116.132057,200,614.459187
-361.609344,200,615.679852
-236.691639,200,615.925924
-246.260296,200,617.860069
-238.097064,200,618.080638
-0.514403,200,618.322729
-128.024205,200,618.537771
-122.21267,200,618.752496
-0.666835,200,618.966045
-123.466231,200,619.195728
-248.782382,200,619.413264
-259.138699,200,619.62958
-230.17537,200,619.8502
-120.864021,200,620.067962
-235.452763,200,622.334659
-430.404415,200,622.547689
-114.468976,200,622.761914
-124.224552,200,622.978164
-124.857929,200,623.208241
-127.660052,200,623.425716
-0.435741,200,623.643023
-232.162214,200,623.864278
-233.638188,200,624.077731
-116.413364,200,624.48016
-242.341123,200,626.818014
-125.487944,200,627.036351
-122.954204,200,627.267046
-276.751438,200,627.478745
-122.673996,200,627.693714
-127.273306,200,627.920966
-124.28715,200,628.150699
-127.493198,200,628.380314
-271.164382,200,628.593832
-121.137193,200,628.808591
-242.957661,200,630.711802
-129.154728,200,630.951584
-0.320079,200,631.181662
-128.712853,200,631.400213
-5.621961,200,631.667278
-245.999595,200,631.963652
-2.104257,200,632.296239
-340.268376,200,632.617438
-0.588007,200,632.896098
-122.024418,200,633.113852
-115.894409,200,635.089475
-0.839577,200,635.378325
-123.234364,200,635.647672
-245.761324,200,635.897549
-0.933793,200,636.186123
-4.601986,200,636.401189
-121.087197,200,636.678205
-240.710152,200,636.895014
-233.77151,200,637.175306
-247.039257,200,637.396266
-122.557136,200,637.61254
-124.616562,200,639.702784
-126.108249,200,639.955251
-351.376962,200,640.19238
-263.104867,200,640.410731
-118.841978,200,640.624995
-119.570887,200,640.850741
-0.934232,200,641.068095
-125.936697,200,641.352298
-116.547343,200,641.572605
-240.634677,200,641.785587
-239.171736,200,643.698997
-123.625704,200,643.913001
-3.789001,200,644.132641
-122.9524,200,644.357355
-117.696604,200,644.574293
-126.71515,200,644.788276
-1.043184,200,645.001762
-123.051004,200,645.240091
-386.7048,200,645.452527
-123.708089,200,645.670457
-118.743613,200,647.648361
-126.72304,200,647.867382
-234.323954,200,648.086351
-248.625767,200,648.322746
-331.417501,200,648.53691
-0.258146,200,648.749129
-0.302328,200,648.960165
-0.525831,200,649.191896
-237.192225,200,649.41058
-120.536717,200,649.624883
-0.487454,200,651.585272
-130.319936,200,651.805658
-117.026287,200,652.028335
-127.875845,200,652.270857
-118.308353,200,652.481231
-0.421331,200,652.699461
-120.019055,200,652.917689
-231.293566,200,653.141963
-122.092606,200,653.37089
-125.277045,200,653.57835
-127.399849,200,653.798722
-126.624058,200,655.844615
-115.191485,200,656.122582
-124.47526,200,656.408931
-240.150806,200,656.634703
-121.09972,200,656.858481
-239.385579,200,658.044679
-124.086106,200,658.278099
-125.067604,200,658.488303
-382.860894,200,658.695765
-121.164593,200,658.908645
-117.238476,200,660.813588
-236.502656,200,661.023838
-240.494624,200,661.253391
-130.403134,200,661.466371
-244.401127,200,661.68701
-0.679622,200,661.90602
-245.435574,200,662.120462
-123.921707,200,662.347909
-126.66112,200,662.562992
-238.853154,200,662.776145
-0.350603,200,664.7249
-116.727689,200,664.937554
-1.810719,200,665.162806
-120.860455,200,665.385591
-242.887105,200,665.600523
-0.357635,200,665.824032
-0.743207,200,666.040721
-125.930692,200,666.270738
-124.762066,200,666.483732
-120.983718,200,666.694954
-121.791634,200,668.603031
-243.558111,200,668.817146
-114.418714,200,669.030936
-128.965027,200,669.253604
-0.445405,200,669.46959
-118.702448,200,669.683449
-114.116483,200,669.894095
-248.874755,200,670.107925
-236.65732,200,670.344658
-3.547645,200,670.56128
-119.622342,200,670.777289
-249.700057,200,672.802338
-0.878578,200,673.017766
-241.679499,200,673.252839
-125.220093,200,673.473458
-121.500886,200,673.688106
-240.695163,200,673.913939
-0.683936,200,674.129451
-116.668738,200,674.354493
-251.060582,200,674.573488
-235.093243,200,674.784133
-122.223464,200,676.773068
-335.109235,200,676.991868
-123.232978,200,677.221781
-121.351215,200,677.436441
-1.67124,200,677.64682
-122.815775,200,677.863271
-122.026647,200,678.07872
-236.22702,200,678.317364
-238.500469,200,678.533697
-238.269978,200,678.753323
-118.784661,200,680.668434
-236.403608,200,680.902067
-0.949494,200,681.114403
-114.963966,200,681.345066
-237.773343,200,681.560278
-249.642993,200,681.77091
-121.327158,200,682.004518
-129.207336,200,682.238411
-248.576449,200,682.452587
-125.758517,200,682.665723
-127.33644,200,684.653228
-237.731141,200,684.876328
-2.583778,200,685.089792
-122.245244,200,685.318325
-123.765812,200,685.535633
-122.747145,200,685.751466
-120.891862,200,685.979022
-122.809397,200,686.205897
-2.073456,200,686.419292
-126.115916,200,686.640654
-237.745696,200,688.540025
-130.909199,200,688.771439
-126.383264,200,688.992311
-126.345791,200,689.234115
-118.452777,200,689.469141
-369.635507,200,689.689883
-128.552556,200,689.90351
-123.290137,200,690.117513
-121.49614,200,690.342992
-123.157719,200,690.561886
-1.593043,200,690.772177
-251.008195,200,692.706234
-277.978543,200,692.985071
-250.538004,200,693.229516
-235.136498,200,693.442928
-244.895076,200,693.659472
-120.511882,200,693.870473
-246.754518,200,694.085791
-378.778713,200,694.313589
-0.650794,200,694.530241
-118.893993,200,694.746449
-233.395122,200,696.709368
-116.315925,200,696.927143
-126.157861,200,697.164238
-243.837307,200,698.324904
-129.105311,200,698.539786
-2.555664,200,698.753949
-383.431846,200,698.973193
-251.723578,200,699.204926
-1.250593,200,699.418945
-242.248575,200,699.62863
-123.321194,200,701.824099
-122.684695,200,702.086154
-250.450874,200,702.328319
-6.574236,200,702.55963
-1.732485,200,702.826881
-356.22666,200,703.035779
-0.968511,200,703.305771
-127.340679,200,703.552152
-117.444014,200,703.764996
-240.645763,200,704.004267
-126.937111,200,706.04676
-119.729063,200,706.277993
-255.424701,200,706.486881
-243.647492,200,706.703191
-121.261559,200,706.913045
-339.837423,200,707.127276
-246.758771,200,707.344209
-125.602219,200,707.573965
-123.941683,200,707.841518
-240.216003,200,708.078992
-1.020662,200,708.305878
-0.936851,200,710.225505
-244.814299,200,710.438896
-225.973201,200,710.66136
-120.839554,200,710.900654
-117.792008,200,711.112014
-236.210432,200,711.338344
-124.869875,200,711.553696
-128.263202,200,711.774158
-117.511976,200,712.001737
-119.822847,200,712.249063
-127.342701,200,714.172444
-121.729903,200,714.415789
-329.480564,200,714.728149
-240.772006,200,715.025486
-120.574607,200,715.283784
-128.229053,200,715.501287
-125.192964,200,715.715418
-258.976052,200,715.957869
-117.008572,200,716.184383
-127.878466,200,716.402864
-1.030213,200,718.299347
-123.947977,200,718.509035
-119.257497,200,718.73101
-122.860362,200,718.950245
-243.209686,200,719.183263
-237.892651,200,719.399118
-130.265975,200,719.616132
-125.324689,200,719.83608
-244.255333,200,720.055212
-124.153368,200,720.288941
-128.313156,200,722.238533
-124.929492,200,722.452598
-128.37044,200,722.673117
-129.797118,200,722.885849
-244.480431,200,723.28513
-116.127611,200,723.669764
-128.346544,200,723.938532
-126.010946,200,724.228186
-305.321103,200,724.660775
-119.323028,200,725.027276
-118.732998,200,725.299129
-124.698313,200,727.337295
-122.701192,200,727.548142
-387.141715,200,727.755518
-252.937813,200,727.984887
-128.040228,200,728.232485
-121.007668,200,728.569407
-262.857384,200,728.789387
-122.598991,200,729.010817
-126.478151,200,729.238178
-252.787725,200,729.461226
-347.739719,200,731.650659
-124.167756,200,732.03589
-389.521758,200,732.37423
-355.401057,200,732.683988
-1.329693,200,732.904136
-354.337269,200,733.112532
-127.472501,200,733.339946
-1.583638,200,733.571882
-1.441144,200,733.782037
-230.77288,200,734.035696
-308.668386,200,736.047941
-124.905497,200,736.282118
-130.617479,200,736.497269
-124.947703,200,736.718152
-238.2046,200,736.940384
-239.970202,200,737.166882
-236.333196,200,737.388525
-6.068635,200,737.604287
-1.02181,200,737.811236
-3.793112,200,738.033775
-125.20137,200,740.074121
-0.875895,200,741.278294
-244.179988,200,741.493225
-118.493038,200,741.713424
-901.870127,200,741.925852
-0.431803,200,742.143347
-118.790056,200,742.359938
-235.658907,200,742.578116
-275.183384,200,742.790679
-782.227995,200,743.004914
-3.35273,200,743.233745
-333.286744,200,745.108787
-122.192626,200,745.340775
-520.815053,200,745.563183
-424.656621,200,745.776361
-117.013339,200,746.008905
-123.103939,200,746.24309
-1.819953,200,746.460415
-123.679029,200,746.687907
-127.613216,200,746.913668
-254.848348,200,747.150304
-127.95186,200,749.077536
-1.972836,200,749.303503
-128.732806,200,749.520428
-0.841278,200,749.735798
-115.767913,200,749.95757
-387.481711,200,750.180045
-123.345461,200,750.397948
-119.439419,200,750.615163
-394.812173,200,750.832538
-1.800608,200,751.061974
-238.852059,200,753.063082
-126.321587,200,753.341958
-121.932264,200,753.561748
-229.740627,200,753.770949
-118.337851,200,753.978041
-654.529176,200,754.232156
-117.804799,200,754.455838
-127.759388,200,754.670447
-3.71742,200,754.88925
-260.123345,200,755.101262
-121.452327,200,757.06782
-249.371821,200,757.299092
-122.000459,200,757.509331
-127.010693,200,757.728485
-122.786113,200,757.94124
-265.479748,200,758.16277
-123.626695,200,758.394188
-318.027581,200,758.60657
-121.697542,200,758.820193
-316.615076,200,759.050587
-131.439993,200,759.346638
-253.428614,200,761.374724
-242.316912,200,761.580835
-254.351822,200,761.798708
-1.737878,200,762.04427
-129.871971,200,762.274879
-122.225468,200,762.490897
-128.28708,200,762.704581
-336.357774,200,762.916072
-126.296327,200,763.140453
-126.11962,200,763.362162
-2.197069,200,765.244982
-243.34827,200,765.458783
-250.086903,200,765.674329
-251.236333,200,765.90363
-124.77136,200,766.113231
-122.057328,200,766.402522
-257.014919,200,766.674914
-123.06961,200,766.948922
-252.710886,200,767.174852
-247.217995,200,767.446382
-293.095726,200,769.533098
-119.219859,200,769.791091
-122.891384,200,770.020131
-238.371558,200,770.247902
-260.72456,200,770.460785
-131.241341,200,770.734546
-128.28222,200,771.016413
-126.181798,200,771.300048
-3.925087,200,771.517521
-126.783177,200,771.729318
-353.892459,200,773.639266
-131.017579,200,773.8503
-125.917067,200,774.06443
-122.791853,200,774.28644
-238.556539,200,774.497809
-243.768109,200,774.707313
-132.498012,200,774.921278
-362.38484,200,775.148964
-253.822249,200,775.365632
-267.546934,200,775.582555
-236.85949,200,775.801265
-439.183826,200,777.762129
-126.781007,200,777.97322
-3.495578,200,778.20213
-123.577188,200,778.4184
-133.060282,200,778.630089
-244.116136,200,778.847879
-126.175827,200,779.065099
-123.784373,200,779.316808
-3.386162,200,780.534688
-131.469895,200,780.745394
-117.785755,200,782.678999
-128.778,200,782.900355
-129.853279,200,783.114665
-2.207723,200,783.343607
-2.666777,200,783.561339
-125.341101,200,783.766573
-242.761603,200,783.981943
-125.309493,200,784.219031
-118.588985,200,784.434393
-121.252115,200,784.642728
-116.123073,200,786.605875
-125.711765,200,786.817965
-128.242985,200,787.031568
-252.97697,200,787.264003
-276.09285,200,787.470587
-137.155161,200,787.677824
-3.793084,200,787.889367
-124.281346,200,788.105433
-120.916115,200,788.339015
-122.151435,200,788.552882
-123.844819,200,790.44513
-122.048177,200,790.654751
-121.489526,200,790.876982
-260.639728,200,791.096462
-360.934959,200,791.338172
-248.391955,200,791.571873
-120.522334,200,791.814148
-440.535691,200,792.096655
-441.273305,200,792.364069
-124.610801,200,792.586107
-241.963287,200,794.560054
-243.588788,200,794.796954
-237.354858,200,795.018248
-130.532893,200,795.252917
-244.24744,200,795.583715
-120.633921,200,795.816784
-125.485101,200,796.060519
-124.275401,200,796.286912
-235.352864,200,796.502356
-255.655352,200,796.716844
-2.401959,200,796.933382
-245.562985,200,798.9193
-115.198639,200,799.157339
-390.796828,200,799.378283
-1.387789,200,799.588283
-389.931045,200,799.801008
-238.78747,200,800.015411
-370.084432,200,800.239115
-321.407379,200,800.451771
-360.230763,200,800.670963
-2.436682,200,800.888645
-245.229601,200,803.008859
-238.886579,200,803.237456
-124.12103,200,803.453868
-1.207983,200,803.674259
-237.599246,200,803.893856
-125.185482,200,804.109566
-385.260535,200,804.34006
-1.810231,200,804.554188
-128.636773,200,804.768608
-128.203305,200,804.981606
-120.640241,200,806.960862
-127.47621,200,807.185652
-248.040866,200,807.403299
-253.816184,200,807.61981
-259.491678,200,807.833128
-245.206489,200,808.051769
-124.491628,200,808.278956
-235.695981,200,808.496032
-0.999292,200,808.71095
-245.491744,200,808.927706
-118.322924,200,810.966067
-127.464237,200,811.210433
-0.628494,200,811.430151
-124.414721,200,811.644405
-243.367341,200,811.855329
-119.417347,200,812.078029
-115.939241,200,812.31117
-2.511371,200,812.529728
-0.868554,200,812.774944
-3.12006,200,813.04412
-129.404351,200,813.353617
-256.290621,200,815.321475
-340.890589,200,815.5601
-125.792707,200,815.777447
-123.12701,200,816.017631
-118.974912,200,816.25306
-122.188641,200,816.461215
-5.553646,200,816.683945
-1.271064,200,816.904064
-242.135081,200,817.116728
-125.734897,200,817.346048
-125.842368,200,819.314322
-236.012383,200,819.532624
-1.410398,200,819.760375
-233.33993,200,819.972286
-239.872013,200,820.206684
-125.529301,200,820.417927
-128.964564,200,821.596229
-121.4796,200,821.808379
-123.062101,200,822.021612
-1.090601,200,822.285101
-125.692914,200,824.171526
-123.49099,200,824.392102
-242.704007,200,824.61719
-120.918498,200,824.837579
-126.638089,200,825.058325
-120.206682,200,825.292041
-0.445998,200,825.513447
-255.867131,200,825.73588
-118.131888,200,825.964481
-379.948243,200,826.193147
-265.730669,200,828.076546
-242.375699,200,828.313411
-126.359487,200,828.53078
-117.637025,200,828.747077
-0.903692,200,828.961663
-122.834614,200,829.193576
-119.08771,200,829.407882
-127.706259,200,829.627826
-121.472839,200,829.85025
-129.779984,200,830.064278
-233.407085,200,830.297058
-124.941924,200,832.423261
-240.950038,200,832.672338
-323.354045,200,832.91106
-231.361016,200,833.19342
-244.784313,200,833.40887
-233.274331,200,833.681108
-268.870257,200,833.894302
-578.699075,200,834.133661
-235.050689,200,834.385731
-125.015231,200,834.610739
-225.15703,200,836.796564
-2.754437,200,837.043758
-126.432704,200,837.287043
-504.659071,200,837.500754
-129.205595,200,837.722519
-249.919442,200,837.941491
-126.021101,200,838.161507
-0.622429,200,838.389658
-282.42398,200,838.6034
-381.371046,200,838.811738
-127.132422,200,840.752388
-127.311483,200,840.990896
-122.476186,200,841.247618
-373.938611,200,841.457473
-311.813354,200,841.674512
-440.612912,200,841.885315
-123.041063,200,842.098159
-1.030044,200,842.322625
-242.424745,200,842.543609
-128.149626,200,842.75853
-270.58557,200,844.670063
-365.8005,200,844.88937
-0.446027,200,845.114518
-126.395993,200,845.345112
-127.467237,200,845.553568
-253.414224,200,845.775602
-123.118804,200,846.009948
-329.166181,200,846.24503
-125.439313,200,846.464772
-369.616548,200,846.684944
-241.959772,200,846.903709
-266.795706,200,848.811162
-121.487322,200,849.029975
-125.940655,200,849.264013
-236.258949,200,849.478752
-134.554925,200,849.691912
-243.724806,200,849.90313
-236.762781,200,850.119048
-236.746579,200,850.342104
-119.045362,200,850.553743
-116.657557,200,850.769089
-122.064523,200,852.809247
-250.136585,200,853.03376
-1.475423,200,853.27186
-124.111944,200,853.485421
-116.292092,200,853.697992
-1.765537,200,853.915326
-116.371242,200,854.136473
-245.825551,200,854.813864
-126.157714,200,855.026559
-355.28316,200,855.259394
-239.508329,200,857.281404
-124.905643,200,857.493282
-120.576726,200,857.711977
-238.154219,200,857.927437
-126.523367,200,858.143632
-2.094392,200,858.366848
-248.080484,200,858.593328
-128.941923,200,858.806821
-1.017034,200,859.020825
-124.282338,200,859.254101
-124.385823,200,861.227827
-123.314671,200,861.434108
-3.131644,200,861.653663
-116.987769,200,861.872451
-1.859682,200,863.07777
-131.303463,200,863.305572
-128.708605,200,863.529006
-3.637609,200,863.743802
-250.747585,200,863.95646
-128.003254,200,864.175104
-382.609641,200,864.388774
